,user_a,user_b
3318,thích chủ động không?,có
3319,Đi xem phim không?,Covid ở nhà
3320,Đi shopping không?,Covid ở nhà
3321,Có làm thêm không?,Covid ở nhà
3322,Đi nhậu không?,Covid ở nhà
3323,Đang ở đâu?,Ở nhà
3324,Rảnh có nghe nhạc không?,Có
3325,Rảnh có xem phim không?,Có
3326,Rảnh có đi ra ngoài không?,Covid ở nhà
3327,Rảnh ở nhà làm gì?,Ngồi trả lời bạn
3328,chơi game không?,chơi
3329,đi chơi không?,đi
3330,có đi về quê không?,có chứ
3331,đang ở đâu á?,trong trường
3332,bắn pubg không?,vô đi đang chờ
3333,đi đá banh không?,đi
3334,thắng hay thua?,thắng
3335,đánh với team nào?,tụi xóm trên
3336,nhỏ đó được không?,trong cũng xinh
3337,tán con lớp trưởng đi?,thôi mày ơi
3338,nhỏ nảy được không?,nhìn cũng ngon đó
3339,nó còn yêu mày không?,chắc không
3340,gu mày sao?,đẹp với ngoan
3341,nó có để ý mày không?,nó chả thèm nhìn tao nữa
3342,Những lúc không học thì có chỗ nào ngồi giải trí không ?,Đầy chỗ bạn ạ.
3343,Những lúc rãnh rỗi anh/chị thường giải trí ở đâu trong trường ?,nhà B lầu 5
3344,Trường có nhiều bạn gái không ?,đi đâu cũng thấy nhé
3345,Có dễ tìm thấy tính yêu trong trường không ?,Dễ nếu bạn giói tán gái
3346,Bạn có crush ai chưa ?,chưa
3347,bạn có tính có người yêu không ?,Không
3348,rảnh thường làm gì?,chơi game
3349,game gì?,liên minh
3350,chơi ở đâu?,ở nhà
3351,chơi giỏi không?,cũng tạm
3352,có chơi thể thao không?,đá bóng
3353,có hay chạy bộ không?,không
3354,nghe nhạc thì sao?,thỉnh thoảng
3355,có người yêu chưa?,chưa
3356,vậy còn crush?,có
3357,crush đẹp không?,đẹp chứ
3358,crush thích bạn không?,không
3359,hẹn hò ở đâu?,công viên
3360,đi chơi gì?,xem phim
3361,đi chơi gì?,ăn uống
3362,crush nhiêu tuổi?,hơn 5
3363,Mày có bạn không?,Có
3364,Nhiêu bạn?,Nhiều
3365,Bạn tốt không,Rất tốt
3366,Chơi chung vui không?,Vui chứ
3367,Thích bạn trên mạng không?,Có cũng vui
3368,bạn bè sao?,Cũng được
3369,chơi được không?,Không đến nỗi
3370,tên gì?,Đạt
3371,thân với ai?,Trường
3372,lúc mày buồn thì sao?,Đi ăn
3373,hay đi chơi chung không?,Cũng không
3374,nó là người như thế nào?,Mập
3375,nó quê ở đâu?,Bến Tre
3376,quan điểm bạn bè của mày là gì?,đi ăn chung là được
3377,bạn bè sao?,cũng nhiều
3378,chơi được không?,chơi được
3379,tên gì?,nhiều quá nhớ không hết
3380,thân với ai?,thân với gái.
3381,lúc mày buồn thì sao?,buồn thì ăn cho hết buồn
3382,hay đi chơi chung không?,cũng có
3383,nó là người như thế nào?,người nhiều tiền dẫn tao đi ăn
3384,nó quê ở đâu?,Hồ Chí Minh
3385,quan điểm bạn bè của mày là gì?,chơi được thì chơi
3386,sở thích chung,ăn uống
3387,Bạn thân là ai?,thân ai nấy lo
3388,Có nhiều bạn không?,"Nhiều bạn,"
3389,Có đứa nào thấp không?,1 vài người.
3390,Có đứa nào cao không?,Không có.
3391,Có đứa nào mập không?,1 người.
3392,Có đứa nào ốm không?,1 vài người
3393,Hay đi chơi không?,Có.
3394,bạn bè mày là ai?,là giang hồ nhất xóm
3395,quan điểm bạn bè cảu mày là sao?,"là anh em có họa cùng chỉa, có sướng cùng hường."
3396,bạn có nhiều bạn bè không?,tuy không nhiều nhưng được cái ít
3397,bạn bè anh nghĩ sao về anh?,họ nghĩ tôi là một chú hề
3398,quan điểm của bạn về tình bạn?,đó là sự tấu hài của những chú hề
3399,bạn bè bạn ở đâu khi bạn có tâm trạng không tốt?,họ diễn hề cho tôi vui
3400,Bạn mày đâu?,bạn tao ở Sài Gòn luôn
3401,Bạn thân nhiều không?,không nhiều
3402,Nhiêu bạn?,tâm chục đứa
3403,Ít bạn vui hay buồn?,ít bạn vui
3404,Nhiều bạn vui hay buồn?,nhiều bạn hơi chán
3405,Chơi chung nữ nhiều không?,nhiều chứ
3406,Mày thích chơi kiểu gì?,đi ăn đi cà phê thôi
3407,Chơi chung bạn đại học hay ở quê?,chơi chung bạn cấp 3 ở đây
3408,Gặp nhiều không?,gặp nhiều
3409,bạn bè như thế nào?,điên điên khùng khùng
3410,có hay cáu bẩn không?,đám bạn mình là dơ
3411,Bạn ông tên gì?,tên Đạt
3412,có nhiều bạn không?,Có
3413,quan điểm bạn bè như thế nào?,Tốt
3414,ông có nhìu bạn bè trên đh hong?,bạn thì ít nhưng bè thì nhiều :))
3415,thường thường ông hay đi chơi zới ai zay?,thường tui đi chơi với mấy đứa bạn tui thân nhất
3416,Bạn thân thích gì?,game
3417,Lần cuối gặp nhau?,hôm qua
3418,Có hay đi chơi với bạn mày không?,Ít lắm
3419,Quan điểm bạn bè mày là gì?,Thà ít mà chất lượng
3420,Mày bị bạn mày lợi dụng chưa?,Bị rồi :)))
3421,Mày có đánh nhau với bạn mày chưa?,Rồi
3422,bạn bè nhiều không,không
3423,bạn bè như nào,như cớt
3424,tậm trạng như nào,chán
3425,quan hệ rộng?,hơi rộng.
3426,bạn bè như nào?,hút thuốc.
3427,tâm trạng?,có thuốc là được.
3428,Vui hay buồn?,No idea
3429,Có bao nhiêu bạn?,Không đếm được
3430,Có bạn thân không?,Có
3431,thằng khứa đó sao rồi?,nó đi bán muối rồi
3432,Mày có nhiều bạn không?,Ui nguyên một đám
3433,Bạn của mày có hay chơi thể thao không?,Một lũ nghiện game thì mày nghĩ nó hay chơi thể thao lắm à
3434,Bạn mày bị dở người à?,"Hầu hết đều bị lên cơn, một ngày chục lần là đã ít lắm rồi"
3435,Tâm trạng mày sau khi biết điểm thi thế nào ?,tạch tạch tạch
3436,Quan điểm của mày về một người bạn tốt như thế nào ?,biết điều
3437,Mày có nhiều bạn không ?,có
3438,Bạn mày có đẹp không ?,có
3439,Bạn mày đã chơi chó với mày lần nào chưa ?,nó cắn chứ không có chơi chó với tao
3440,Bạn thân nhất chơi chung bao lâu ?,15 năm
3441,Bạn bè chơi chung có ny chưa ?,Cũng không biết nữa
3442,Tính cách tụi nó như thế nào ?,Khùng điên
3443,Thường tụ tập bạn bè đi đâu chơi ?,Đi cà phê
3444,Mày có xem tao là bạn?,Tớ xem cậu là tri kỉ.
3445,Mày thích gì ở bạn mày?,Luôn cho vay tiền trong 1 nốt nhạc.
3446,Mày cảm thấy thế nào khi ở gần bạn bè?,Cảm thấy an toàn và thư thái.
3447,Bạn bè mày có tốt không?,Tốt như cậu đó.
3448,Bạn thân mày tên gì?,"Tên Nguyễn Thanh Tùng , ba tên Nguyễn Thanh Nguyễn , má tên Lê Thị Lê."
3449,Mày có xem tao là bạn?,Tớ xem cậu là tri kỉ.
3450,Mày thích gì ở bạn mày?,Luôn cho vay tiền trong 1 nốt nhạc.
3451,Mày cảm thấy thế nào khi ở gần bạn bè?,Cảm thấy an toàn và thư thái.
3452,Bạn bè mày có tốt không?,Tốt như cậu đó.
3453,Bạn thân mày tên gì?,"Tên Nguyễn Thanh Tùng , ba tên Nguyễn Thanh Nguyễn , má tên Lê Thị Lê."
3454,Bạn mày nhiều không?,Nhiều lắm
3455,Bạn thân mày là ai?,My Talking Tom
3456,Mày đang buồn hả?,"No, Im fine"
3457,Chơi với thằng Tom vui không?,"Không, nó nhại tiếng tao"
3458,Mày chơi với nó bao lâu?,2 năm
3459,Mày có bao nhiêu bạn?,nhiều lắm
3460,Bạn mày học trường nào?,học chung với mày
3461,Làm bạn được bao lâu rồi?,hơn 20 năm rồi
3462,Bạn mày học đâu?,chung trường luôn
3463,Sở thích của bạn mày là gì?,thích xài tiền
3464,Nhiều bạn bè không ?,Nhiều chứ
3465,Thích chơi với ai ?,Ai cũng chơi
3466,Bạn thân tên gì ?,Hoàng
3467,Có học chung môn với bạn không ?,Có
3468,Có hay đi chơi với bạn bè không ?,Cũng hay đi lắm
3469,Bạn có nhiều bạn không ?,Không ít à
3470,Bạn thân bạn là ai?,Hỏi chi
3471,Bạn có bao nhiêu người bạn thân ?,Có 4 người
3472,Bạn thích chơi với những người như thế nào,Những người vui vẻ biết lắng nghe.
3473,Hiện bạn cảm thấy như thế nào ?,Bình thường
3474,Bạn thích có nhiều người bạn hay một vài người nhưng thân ?,Ở chắc ít người nhưng thân.
3475,Mày có bao nhiêu bạn?,nhiều lắm
3476,Bạn mày học trường nào?,học chung với mày
3477,Làm bạn được bao lâu rồi?,hơn 20 năm rồi
3478,Bạn mày học đâu?,chung trường luôn
3479,Bạn bè ông có nhiều không?,Không ông à
3480,Ông hay đi đâu với bạn bè của ông?,Đi đá banh ông
3481,Bạn bè nên chơi sao cho được?,Phải uy tín
3482,Có nhiều bạn ở đại học không?,Không
3483,Bạn Mai của bạn sao lùn thế?,Chắc do gen bạn đó
3484,Bạn Mai sao trông gầy thế?,Béo như heo luôn chứ gầy gì
3485,Liệt kê về mẫu homies bạn thích chơi?,"Thân thiện, vui tánh"
3486,Bạn thường đi đâu chơi với bạn bè?,Cà phê
3487,Bạn bè của bạn có tệ nạn không?,Không ạ
3488,có bao nhiêu bạn thân ?,2.
3489,hay đi ăn với bạn thân không ?,1 tuần đi 3 lần.
3490,Tính cách của bạn thân như thế nào ?,"bị khùng, hay giỡn ."
3491,Bạn thân học cùng trường không ?,"có, học chung lớp"
3492,Bạn thân có bạn gái chưa?,chưa
3493,Bạn thân và bạn hay đi đâu?,đi cà phê .
3494,cảm thấy như thế nào về bạn thân ?,rất quý bọn nó.
3495,Quan điểm của bạn về tình bạn như thế nào?,trung thực.
3496,Bạn có thích bạn Khang không?,không vì mình đánh giá theo chủ quan là người hỏi câu này không dễ thương rồi.
3497,Mày chơi với tao bao lâu rồi ?,năm nhất tới giờ
3498,Mày rớt bao nhiêu môn rồi ?,hỏi quài mày
3499,Có người yêu chưa ?,rồi
3500,Nghĩ gì về tao ?,bình thường
3501,Có hút thuốc ko ?,không
3502,Có hay nhậu không ?,không
3503,Đô nhiêu lon ?,không biết uống
3504,Mày chơi với tao bao lâu rồi ?,năm nhất tới giờ
3505,Mày rớt bao nhiêu môn rồi ?,hỏi quài mày
3506,Có người yêu chưa ?,rồi
3507,Nghĩ gì về tao ?,bình thường
3508,Có hút thuốc ko ?,không
3509,Có hay nhậu không ?,không
3510,Đô nhiêu lon ?,không biết uống
3511,Mày chơi với tao bao lâu rồi ?,năm nhất tới giờ
3512,Mày rớt bao nhiêu môn rồi ?,hỏi quài mày
3513,Có người yêu chưa ?,rồi
3514,Nghĩ gì về tao ?,bình thường
3515,Có hút thuốc ko ?,không
3516,Có hay nhậu không ?,không
3517,Đô nhiêu lon ?,không biết uống
3518,Nhiều bạn không ?,Ít
3519,Bạn mày ở đâu?,Nhà nó
3520,Bạn lâu nhất nhiêu năm?,lúc lọt lòng
3521,Bạn mày học đâu?,Ở trường nó học
3522,Thích gì?,ai thích gì ?
3523,Bạn có bạn không?,nhiều
3524,Bạn bè của bạn có chơi dơ không?,không
3525,Bạn có hay đi nhậu với bạn bè không?,có
3526,Bạn bè của bạn có hay chơi đồ không?,chơi
3527,bạn có bạn thân không?,có
3528,Bạn của bạn có hay mượn tiền bạn không?,có
3529,bạn của bạn có rủ bạn đi cúp học không?,có
3530,Bạn muốn bạn của mình như thế nào?,khùng
3531,Mày có xem tao là bạn?,bét fen.
3532,Mày thích gì ở bạn mày?,rảnh không có j làm cho tiền tớ sài.
3533,Mày cảm thấy thế nào khi ở gần bạn bè?,Cảm thấy zui.
3534,Bạn bè mày có tốt không?,Tốt như cậu đó.
3535,Bạn thân mày tên gì?,Tên j kệ bạn t
3536,bạn thân là thằng nào?,hông nói
3537,nghĩ sao về một người bạn tốt?,đẹp
3538,có quen ai lâu dài?,hông
3539,tình bạn nó ra sao rồi?,tuyêtk
3540,thường làm gì với bạn thân?,chơi game
3541,làm gì để giữ mối quan hệ?,nói chuyện
3542,Có nhiều bạn không?,nhiều
3543,Tính cách như nào?,khá cá tính
3544,Có tâm sự với mọi người không?,ko
3545,Bạn bè hòa đồng không?,Cũng bình thường
3546,Có hay giúp đỡ bạn không?,Thường xuyên
3547,Bạn bè của bạn có hay giúp đỡ nhau không?,Cũng có
3548,Mày có bao nhiêu bạn?,nhiều
3549,Bạn mày học trường nào?,đoán xem
3550,Làm bạn được bao lâu rồi?,gần 30 năm
3551,Bạn mày học đâu?,Ở trường
3552,Sở thích của bạn mày là gì?,hỏi nó đó
3553,trường có ký túc xá không ?,có
3554,1 chỉ bao nhiêu tiền ?,khoảng 600 nghìn đồng
3555,1 môn bao nhiêu chỉ ?,3 chỉ
3556,trường có câu lạc bộ không ?,có
3557,bao nhiêu điểm thì rớt môn ?,dưới 5
3558,học phí có đắt không?,dao động từ 10 triệu tới 20 triệu
3559,TDTU có mấy cơ sở?,TDTU có 5 cơ sở
3560,TDTU có dạy CNTT không?,có
3561,có giảng viên nước ngoài trong trường không?,có
3562,TDTU có hoạt động gì vui?,đi học quân sự ở Bảo Lộc
3563,Trường rộng không?,Rộng
3564,Có căntin không?,Có
3565,Cơ sở vật chất tốt không?,Tốt
3566,Có kí túc xá không?,Có
3567,TRường TĐT mặc đông phục nào,"Nữ mặc áo dài, nam mặc sơ mi quần tây"
3568,Ở trường TĐT mặc đồng phục vào thứ mấy?,Thứ 2 và thứ 5
3569,Cơ sở vật chất của trường như thế nào?,Đạt chuẩn 5/5 sao ( theo QS Star Anh Quốc) đảm bảo cho sự phát triển toàn diện của sinh viên
3570,Sinh viên đại học TĐT có lễ phép không,Có
3571,học phí,650000 đồng một tín chỉ
3572,phòng tư vấn,phòng E001
3573,giờ học,6 giờ 50 phút
3574,ký túc xá ở đâu?,khu H
3575,có bao nhiêu khoa,16 khoa
3576,điểm đầu vào như nào?,khá cao
3577,chuyển ngành được không?,"được, nếu đơn được duyệt"
3578,địa chỉ là gì,19 Nguyễn Hữu Thọ quận 7
3579,thang máy có đông không?,thang máy không đông lắm
3580,Học phí của trường bao nhiêu?,20 triệu một năm.
3581,Bao nhiêu một tín ?,700 nghìn
3582,Cơ sở vật chất như nào ?,Đầy đủ tiện nghi
3583,Ký túc xá ra sao?,Hỗ trợ cho sinh viên trong 2 năm đầu
3584,Có câu lạc bộ bóng đá không?,Có nha
3585,Trường mở cửa lúc nào?,Giờ hành chính từ 6 giờ đến 22 giờ
3586,phí học như thế nào á ?,tùy ngành nữa
3587,trường mình đa ngành hả ?,ừ
3588,trường rộng không ?,cũng rộng
3589,trường có kí túc xá không?,có nha
3590,trường học vui không ?,cũng vui
3591,trường mày học dễ rớt môn không ?,không
3592,học trong trường dễ có người không thế ?,tùy mày như thế nào
3593,học quân sự ở đâu?,tại trường
3594,khoa công nghệ thông tin có mấy chuyên ngành?,3 chuyên ngành chính
3595,thầy cô trong trường thế nào?,"nhiệt tình, tận tâm"
3596,có tổ chức các hoạt động cho sinh viên không?,có nhiều từ các khoa
3597,kí túc xá thế nào?,khá ok
3598,học vui không?,vui
3599,trường dạy nhiêu ngành?,39
3600,thầy cô trong trường sao?,nhiệt tình
3601,ra trường có việc làm không?,99 phần trăm có việc làm
3602,cơ sở vật chất có ổn không?,5 sao chuẩn quốc tế
3603,thư viện xịn không?,trong top đông nam á
3604,sinh viên có thân thiện không?,có
3605,người ngoài vào trường được không?,có nhưng bảo vệ phải cho phép
3606,có bao nhiêu hồ bơi?,2
3607,trường có nhiều câu lạc bộ không?,nhiều
3608,học phí của trường có mắc không?,nó ở mức trung bình không quá mắc
3609,thầy cô của trường như thế nào?,thầy cô rất tâm huyết với sinh viên
3610,trường mình có gì đặc biệt hơn trường khác?,trường mình có thư viện tốt nhất nước
3611,trường mình có kí túc xá riêng không?,trường có 3 kí túc xá riêng
3612,chất lượng phòng học có tốt không?,"phòng học đầy đủ tiện nghi, ánh sáng, tới máy lạnh không thiếu gì cả"
3613,có bao nhiêu chương trình dạy học ở TDTU?,có 3 hệ chương trình ở TDTU
3614,trường có wifi không ?,có
3615,nhà xe có kẹt không ?,không
3616,học phí cao không ?,bình thường
3617,thầy cô thế nào ?,"giỏi, yêu sinh viên"
3618,cơ sở vật chất tốt không ?,tốt
3619,phòng thực hành ngon không ?,tùy phòng
3620,học phí?,50 triệu
3621,tiện ích trong trường?,thư viện
3622,ở xa không?,gần thành phố
3623,có tốt không?,rất tốt
3624,Trường có tổng cộng bao nhiêu các ngành ?,Hiện tại gồm 39 ngành theo chất lượng tiêu chuẩn
